NodeId	d_1	d_2	clu	clo	n_triad	eig1	eig2
503	13	149	0.12821	0.10638	10	0.026358	0.029606
504	16	162	0.11667	0.13592	14	0.030704	0.032282
505	6	65	0.2	0.075949	3	0.010604	0.012589
506	15	180	0.057143	0.055814	6	0.031322	0.036129
507	23	231	0.023715	0.041667	6	0.043338	0.046059
508	11	99	0.12727	0.11667	7	0.016532	0.018483
509	14	154	0.054945	0.054645	5	0.027747	0.030697
510	8	94	0.071429	0.04	2	0.014039	0.018384
511	9	113	0.27778	0.14286	10	0.019575	0.022302
512	7	88	0.2381	0.091743	5	0.017634	0.019087
513	34	279	0.035651	0.10782	20	0.065222	0.056356
514	6	85	0.066667	0.022989	1	0.014321	0.019195
515	11	147	0.036364	0.024691	2	0.028184	0.033061
516	13	171	0.051282	0.041667	4	0.033512	0.037122
517	20	182	0.057895	0.095238	11	0.043057	0.039217
518	8	107	0.071429	0.034783	2	0.01872	0.023311
519	7	66	0.047619	0.028986	1	0.01123	0.01379
520	12	153	0.090909	0.065934	6	0.029744	0.032025
521	12	149	0.060606	0.046512	4	0.028843	0.031761
522	10	125	0.066667	0.045455	3	0.020928	0.026631
523	15	147	0.07619	0.089385	8	0.031562	0.031985
524	13	168	0.089744	0.073298	7	0.02705	0.033875
525	6	64	0.066667	0.030769	1	0.0085703	0.012463
526	21	209	0.033333	0.06087	7	0.03489	0.04135
527	13	145	0.089744	0.081395	7	0.02394	0.029152
528	13	181	0.064103	0.050505	5	0.031338	0.037597
529	9	99	0.055556	0.036697	2	0.016415	0.020475
530	10	188	0.022222	0.0098039	1	0.029934	0.039493
531	16	161	0.033333	0.042553	4	0.026139	0.031223
532	8	75	0.10714	0.071429	3	0.011472	0.014704
533	9	116	0.11111	0.057971	4	0.019164	0.023368
534	11	106	0.072727	0.064	4	0.016832	0.020097
535	6	84	0.066667	0.021277	1	0.011578	0.015633
536	25	222	0.046667	0.10409	14	0.042769	0.044435
537	6	85	0.066667	0.022472	1	0.012796	0.017091
538	8	92	0.035714	0.020202	1	0.0142	0.018448
539	9	108	0.027778	0.017391	1	0.017235	0.02186
540	9	120	0.11111	0.059701	4	0.018314	0.023657
541	9	113	0.13889	0.079365	5	0.018822	0.023504
542	13	155	0.089744	0.075676	7	0.027375	0.03116
543	16	180	0.10833	0.11207	13	0.039745	0.038777
544	18	205	0.11765	0.12371	18	0.047375	0.041526
545	8	105	0.25	0.099291	7	0.023187	0.022726
546	11	162	0.072727	0.041667	4	0.033828	0.034899
547	21	220	0.066667	0.097902	14	0.05198	0.046786
548	8	100	0.14286	0.074074	4	0.018763	0.022782
549	8	111	0.17857	0.077519	5	0.021967	0.025252
550	8	81	0.25	0.13084	7	0.019593	0.018316
551	14	209	0.043956	0.032	4	0.04409	0.045278
552	29	280	0.034483	0.079545	14	0.061199	0.05644
553	16	198	0.091667	0.080292	11	0.046484	0.042418
554	11	137	0.10909	0.075472	6	0.025261	0.02887
555	9	129	0.16667	0.08	6	0.021738	0.026165
556	14	173	0.043956	0.041885	4	0.031557	0.037205
557	5	63	0	0	0	0.0083185	0.012325
558	9	95	0.055556	0.041237	2	0.014153	0.019201
559	8	85	0.071429	0.040816	2	0.015166	0.017938
560	21	210	0.033333	0.05668	7	0.039894	0.044289
561	9	137	0.13889	0.0625	5	0.02242	0.028324
562	10	104	0.15556	0.10938	7	0.017957	0.021226
563	18	170	0.065359	0.096154	10	0.028937	0.032772
564	10	143	0.066667	0.037975	3	0.021568	0.028258
565	13	179	0.076923	0.056338	6	0.03214	0.037253
566	7	91	0.19048	0.070796	4	0.014965	0.01754
567	27	246	0.045584	0.097264	16	0.048893	0.046594
568	7	110	0.047619	0.01626	1	0.015688	0.020728
569	8	98	0.035714	0.020202	1	0.012951	0.018589
570	11	119	0.054545	0.048	3	0.01949	0.025069
571	8	110	0.071429	0.035088	2	0.014527	0.020863
572	16	161	0.083333	0.096618	10	0.031764	0.03207
573	7	71	0.095238	0.054054	2	0.011618	0.015035
574	6	81	0.26667	0.080808	4	0.015493	0.016918
575	16	196	0.091667	0.086275	11	0.038884	0.038483
576	8	117	0.25	0.09396	7	0.025077	0.025429
577	12	150	0.16667	0.10526	11	0.03438	0.031478
578	22	207	0.095238	0.14915	22	0.056288	0.044233
579	33	299	0.049242	0.11685	26	0.086579	0.064998
580	7	98	0.14286	0.053097	3	0.019652	0.022116
581	14	173	0.087912	0.081218	8	0.036111	0.038731
582	9	118	0.16667	0.085106	6	0.025335	0.026012
583	8	133	0.25	0.085366	7	0.02984	0.030156
584	6	71	0.33333	0.1087	5	0.01738	0.016335
585	8	97	0.10714	0.052174	3	0.019232	0.020501
586	11	127	0.090909	0.066225	5	0.027285	0.028185
587	10	130	0.044444	0.027211	2	0.024378	0.027934
588	16	181	0.083333	0.092593	10	0.036398	0.038493
589	13	143	0.11538	0.10588	9	0.026994	0.031067
590	11	168	0.054545	0.032086	3	0.0284	0.035844
591	10	148	0.066667	0.036364	3	0.024702	0.031074
592	11	132	0.090909	0.065789	5	0.02286	0.027241
593	13	143	0.076923	0.069767	6	0.023858	0.028819
594	10	104	0.066667	0.052174	3	0.016352	0.021187
595	9	126	0.027778	0.015152	1	0.018218	0.025277
596	6	60	0.066667	0.031746	1	0.009047	0.012285
597	10	109	0.044444	0.033898	2	0.018683	0.022765
598	8	84	0.14286	0.07767	4	0.013479	0.015629
599	9	174	0.22222	0.077295	8	0.025893	0.031694
600	28	236	0.068783	0.15385	26	0.052043	0.046243
601	5	62	0.2	0.056338	2	0.009846	0.01249
602	16	213	0.041667	0.039062	5	0.036269	0.041683
603	12	153	0.045455	0.036364	3	0.024324	0.031068
604	5	71	0.3	0.076923	3	0.010977	0.014586
605	11	140	0.10909	0.071429	6	0.026945	0.029123
606	10	141	0.2	0.094737	9	0.031242	0.030254
607	34	278	0.044563	0.12563	25	0.072052	0.055912
608	13	134	0.11538	0.10651	9	0.0284	0.028094
609	5	49	0.3	0.098361	3	0.01107	0.01115
610	12	165	0.10606	0.075676	7	0.033405	0.036538
611	9	127	0.22222	0.095238	8	0.030979	0.028212
612	10	117	0.044444	0.030534	2	0.026247	0.027585
613	14	196	0.14286	0.10156	13	0.05009	0.044553
614	8	75	0.10714	0.067416	3	0.018015	0.017389
615	10	143	0.066667	0.035714	3	0.030007	0.031549
616	9	105	0.33333	0.16552	12	0.028233	0.024589
617	11	138	0.14545	0.094675	8	0.029862	0.030134
618	7	96	0.19048	0.072072	4	0.01743	0.020894
619	9	75	0.055556	0.050633	2	0.014885	0.017649
620	8	109	0.10714	0.046875	3	0.020977	0.023908
621	26	239	0.046154	0.096774	15	0.05353	0.051529
622	13	122	0.11538	0.11465	9	0.025567	0.025569
623	12	157	0.12121	0.081218	8	0.031681	0.033572
624	13	165	0.051282	0.045198	4	0.025918	0.033497
625	9	125	0.083333	0.042857	3	0.019661	0.025161
626	7	86	0.047619	0.021505	1	0.012877	0.017194
627	9	117	0.055556	0.031746	2	0.019296	0.024818
628	9	132	0.083333	0.041096	3	0.022128	0.027832
629	6	90	0.26667	0.07767	4	0.014157	0.018077
630	21	204	0.052381	0.09205	11	0.034545	0.039471
631	18	172	0.078431	0.10619	12	0.031456	0.031605
632	4	49	0.5	0.095238	3	0.0082678	0.0094075
633	11	125	0.10909	0.084507	6	0.021173	0.025344
634	8	95	0.10714	0.057692	3	0.015816	0.019429
635	11	157	0.054545	0.033333	3	0.026961	0.03243
636	9	119	0.027778	0.015873	1	0.020847	0.025732
637	10	144	0.11111	0.059524	5	0.027063	0.030442
638	26	298	0.058462	0.095	19	0.068654	0.061639
639	13	141	0.15385	0.12565	12	0.031874	0.030457
640	13	128	0.076923	0.075	6	0.029704	0.028465
641	19	177	0.14035	0.1875	24	0.047204	0.038564
642	15	189	0.047619	0.045662	5	0.039157	0.040238
643	21	242	0.1	0.12245	21	0.067733	0.052493
644	19	199	0.05848	0.078125	10	0.049317	0.044056
645	14	197	0.076923	0.053846	7	0.051047	0.044538
646	9	126	0.19444	0.084337	7	0.031525	0.028357
647	35	308	0.060504	0.15517	36	0.094981	0.066337
648	9	121	0.22222	0.10667	8	0.02777	0.027705
649	13	150	0.16667	0.13065	13	0.039618	0.034745
650	15	198	0.057143	0.051282	6	0.039638	0.041896
651	8	118	0.14286	0.058394	4	0.022529	0.025717
652	10	116	0.022222	0.015267	1	0.023009	0.026093
653	6	94	0.066667	0.018868	1	0.01615	0.019907
654	13	164	0.076923	0.06383	6	0.029265	0.033957
655	11	126	0.16364	0.1125	9	0.02326	0.025169
656	7	69	0.047619	0.026316	1	0.011277	0.01415
657	16	187	0.041667	0.046729	5	0.030281	0.036096
658	11	142	0.090909	0.059172	5	0.023026	0.028056
659	10	126	0.11111	0.068966	5	0.020733	0.025719
660	17	188	0.10294	0.112	14	0.035721	0.03659
661	27	231	0.054131	0.12583	19	0.047524	0.046228
662	14	173	0.098901	0.084906	9	0.02917	0.033531
663	13	160	0.11538	0.086538	9	0.029025	0.030678
664	10	107	0.066667	0.045113	3	0.019608	0.021341
665	21	236	0.014286	0.021978	3	0.040403	0.045362
666	6	84	0.13333	0.043478	2	0.012809	0.016973
667	21	205	0.033333	0.058091	7	0.039858	0.041828
668	15	195	0.028571	0.025641	3	0.036414	0.039294
669	9	136	0.25	0.10778	9	0.029351	0.030122
670	14	198	0.054945	0.045045	5	0.03514	0.040735
671	7	95	0.19048	0.070175	4	0.020015	0.020962
672	7	103	0.095238	0.035714	2	0.020604	0.024125
673	14	163	0.10989	0.09434	10	0.038909	0.035384
674	21	241	0.11429	0.14286	24	0.067983	0.05441
675	10	155	0.17778	0.079208	8	0.038248	0.034116
676	29	274	0.066502	0.133	27	0.084935	0.06085
677	32	327	0.066532	0.13808	33	0.098156	0.070442
678	10	115	0.13333	0.08	6	0.031097	0.026811
679	10	146	0.066667	0.033898	3	0.03275	0.032196
680	34	301	0.048128	0.12736	27	0.087918	0.064983
681	9	179	0.30556	0.094828	11	0.045526	0.041639
682	14	210	0.098901	0.072581	9	0.046313	0.047142
683	10	98	0.17778	0.128	8	0.022334	0.022073
684	10	118	0.022222	0.015038	1	0.02161	0.024756
685	17	191	0.10294	0.10606	14	0.047261	0.042526
686	10	148	0.088889	0.047904	4	0.027173	0.031668
687	27	258	0.017094	0.039344	6	0.048325	0.050581
688	4	47	0.16667	0.039216	1	0.0066116	0.0095892
689	10	135	0.022222	0.013158	1	0.019889	0.026399
690	10	93	0.022222	0.020408	1	0.01335	0.017703
691	6	67	0	0	0	0.0096329	0.012917
692	14	153	0.098901	0.097297	9	0.027344	0.030484
693	9	117	0.13889	0.06993	5	0.018085	0.022281
694	16	166	0.033333	0.040816	4	0.027257	0.031463
695	8	84	0.14286	0.080808	4	0.014889	0.017069
696	11	145	0.12727	0.079545	7	0.024979	0.028497
697	13	184	0.038462	0.029557	3	0.028279	0.035324
698	7	62	0.047619	0.031746	1	0.0085864	0.011601
699	6	88	0	0	0	0.012733	0.017539
700	20	214	0.073684	0.098592	14	0.048314	0.042632
701	13	180	0.19231	0.12097	15	0.043136	0.039469
702	31	287	0.08172	0.17512	38	0.079735	0.058782
703	16	175	0.125	0.11719	15	0.042083	0.035981
704	10	89	0.17778	0.13793	8	0.021549	0.019876
705	8	131	0.10714	0.04	3	0.02474	0.028224
706	8	118	0.14286	0.057971	4	0.025333	0.026109
707	10	115	0.066667	0.045455	3	0.025226	0.025955
708	18	262	0.03268	0.03125	5	0.052801	0.053081
709	18	185	0.065359	0.087336	10	0.044895	0.040029
710	9	126	0.27778	0.12048	10	0.034195	0.030475
711	10	134	0.2	0.099448	9	0.035675	0.031069
712	10	141	0.13333	0.068182	6	0.033052	0.031321
713	26	282	0.055385	0.095491	18	0.075254	0.061703
714	16	174	0.083333	0.092166	10	0.042057	0.038126
715	10	138	0.066667	0.037267	3	0.027774	0.030591
716	7	98	0.047619	0.018868	1	0.018843	0.02289
717	25	279	0.043333	0.075581	13	0.056083	0.056502
718	9	102	0.13889	0.083333	5	0.017516	0.021048
719	9	115	0.083333	0.043796	3	0.020473	0.024388
720	11	124	0.036364	0.029851	2	0.019894	0.025455
721	6	63	0.066667	0.029412	1	0.0088802	0.012072
722	7	91	0.047619	0.021505	1	0.014827	0.019827
723	15	182	0.047619	0.04878	5	0.029253	0.036888
724	12	114	0.10606	0.10448	7	0.018646	0.022089
725	11	103	0.14545	0.12698	8	0.017117	0.01909
726	8	120	0.071429	0.029412	2	0.017861	0.023274
727	14	164	0.098901	0.089109	9	0.028471	0.032372
728	12	133	0.13636	0.10651	9	0.024748	0.026566
729	6	57	0.066667	0.033333	1	0.0092431	0.011865
730	6	57	0	0	0	0.0090745	0.011157
731	11	131	0.036364	0.027211	2	0.023949	0.027617
732	9	124	0.083333	0.043478	3	0.023205	0.026839
733	15	151	0.1619	0.16346	17	0.036359	0.032346
734	10	130	0.2	0.10227	9	0.029394	0.02805
735	18	186	0.12418	0.15323	19	0.045495	0.040363
736	6	80	0.066667	0.023256	1	0.012646	0.016169
737	15	140	0.057143	0.072727	6	0.029296	0.029586
738	10	140	0.044444	0.025478	2	0.024134	0.028607
739	8	101	0.035714	0.019231	1	0.017742	0.022164
740	7	94	0	0	0	0.019088	0.022332
741	7	78	0.047619	0.019231	1	0.022109	0.019368
742	21	246	0.090476	0.11079	19	0.065944	0.053096
743	14	145	0.15385	0.14286	14	0.040888	0.034241
744	14	179	0.098901	0.078603	9	0.043134	0.039979
745	8	110	0.14286	0.0625	4	0.023861	0.024891
746	8	95	0.14286	0.070175	4	0.021073	0.021891
747	4	27	0.16667	0.058824	1	0.0056705	0.0056444
748	11	103	0.072727	0.067227	4	0.019959	0.02212
749	11	139	0.12727	0.08642	7	0.026124	0.029548
750	10	145	0.066667	0.037037	3	0.025247	0.03141
751	11	129	0	0	0	0.021674	0.026854
752	13	145	0.038462	0.037736	3	0.024827	0.030839
753	8	88	0.14286	0.081633	4	0.014632	0.017961
754	7	71	0	0	0	0.010243	0.014427
755	10	107	0.066667	0.04918	3	0.017597	0.021716
756	11	135	0.054545	0.040268	3	0.018652	0.024924
757	12	141	0.015152	0.013986	1	0.020412	0.027952
758	11	142	0.018182	0.013158	1	0.022168	0.028956
759	16	160	0.1	0.11374	12	0.032152	0.031878
760	10	123	0.044444	0.030534	2	0.018337	0.024281
761	11	117	0.10909	0.083916	6	0.023143	0.024286
762	14	149	0.076923	0.072539	7	0.029871	0.029657
763	25	213	0.073333	0.14765	22	0.051723	0.043557
764	13	152	0.17949	0.14433	14	0.033926	0.033503
765	13	153	0.16667	0.11556	13	0.036578	0.032251
766	8	97	0.17857	0.082645	5	0.020112	0.020414
767	14	182	0.087912	0.072072	8	0.03859	0.039583
768	13	115	0.089744	0.10294	7	0.024649	0.025497
769	7	126	0.047619	0.014493	1	0.02306	0.028428
770	13	154	0.051282	0.047059	4	0.02873	0.03297
771	13	133	0.12821	0.10753	10	0.033733	0.030313
772	13	156	0.076923	0.063158	6	0.035672	0.035393
773	8	129	0.035714	0.014388	1	0.02554	0.030769
774	10	134	0.088889	0.047619	4	0.033557	0.030933
775	22	245	0.073593	0.10658	17	0.061329	0.05384
776	22	213	0.047619	0.081784	11	0.053685	0.047166
777	15	153	0.085714	0.087379	9	0.042307	0.03619
778	7	61	0.19048	0.10667	4	0.014796	0.014334
779	9	88	0.055556	0.039604	2	0.016433	0.019046
780	6	66	0.066667	0.028169	1	0.010632	0.014051
781	10	122	0.15556	0.097222	7	0.023208	0.02621
782	16	165	0.066667	0.08	8	0.034466	0.035434
783	12	115	0.045455	0.042553	3	0.020575	0.023004
784	8	92	0.17857	0.092593	5	0.014174	0.017332
785	13	121	0.10256	0.10811	8	0.020477	0.022854
786	16	196	0.041667	0.043478	5	0.034715	0.040483
787	10	133	0.044444	0.027397	2	0.022421	0.028126
788	8	73	0.071429	0.050633	2	0.0103	0.01338
789	9	73	0.083333	0.069767	3	0.011877	0.014055
790	5	67	0.3	0.077922	3	0.0095194	0.012786
791	10	100	0.088889	0.067227	4	0.01644	0.019682
792	9	106	0.13889	0.079365	5	0.01665	0.01982
793	9	94	0.055556	0.036036	2	0.015971	0.018214
794	10	129	0.11111	0.062893	5	0.024953	0.026056
795	17	177	0.080882	0.098655	11	0.036712	0.037426
796	9	111	0.22222	0.11348	8	0.021965	0.022902
797	14	173	0.10989	0.10256	10	0.03126	0.036436
798	9	88	0.055556	0.042105	2	0.015808	0.018884
799	8	101	0.21429	0.095238	6	0.023132	0.022879
800	13	176	0.012821	0.010811	1	0.029968	0.036966
801	19	234	0.052632	0.062718	9	0.049121	0.05
802	16	171	0.10833	0.12264	13	0.038389	0.037433
803	12	145	0.10606	0.077778	7	0.033775	0.032915
804	10	136	0.11111	0.060606	5	0.030824	0.031704
805	35	319	0.031933	0.08776	19	0.087647	0.069253
806	8	103	0.14286	0.066667	4	0.024222	0.02465
807	10	124	0.11111	0.066667	5	0.028917	0.029157
808	10	142	0.11111	0.057471	5	0.033797	0.033452
809	20	236	0.063158	0.078176	12	0.058787	0.053201
810	10	124	0.11111	0.068493	5	0.026968	0.027976
811	13	169	0.025641	0.021978	2	0.02954	0.03627
812	7	85	0.14286	0.064516	3	0.015575	0.0198
813	11	129	0.090909	0.069444	5	0.022644	0.026708
814	11	152	0.10909	0.065574	6	0.028454	0.031185
815	12	126	0.045455	0.043478	3	0.020963	0.025227
816	8	109	0.10714	0.05	3	0.016502	0.021852
817	25	267	0.043333	0.074928	13	0.050591	0.051634
818	13	156	0.064103	0.054054	5	0.026861	0.03086
819	29	292	0.029557	0.064865	12	0.05889	0.058175
820	8	93	0.14286	0.076923	4	0.014215	0.018137
821	8	113	0.21429	0.082759	6	0.018799	0.021586
822	36	288	0.026984	0.085642	17	0.060458	0.054012
823	6	81	0.2	0.064516	3	0.011573	0.015221
824	12	113	0.075758	0.075758	5	0.019225	0.022238
825	12	137	0.090909	0.067797	6	0.022911	0.02534
826	15	202	0.11429	0.095238	12	0.038417	0.040766
827	11	140	0.14545	0.089888	8	0.029684	0.030971
828	16	156	0.10833	0.125	13	0.03253	0.032485
829	28	253	0.063492	0.13296	24	0.058853	0.050441
830	8	85	0.25	0.13084	7	0.015685	0.017063
831	12	125	0.075758	0.063291	5	0.026072	0.027042
832	5	56	0.1	0.032258	1	0.010562	0.012817
833	21	245	0.061905	0.080745	13	0.055925	0.052233
834	6	74	0.4	0.12766	6	0.016341	0.01686
835	12	116	0.13636	0.11392	9	0.029955	0.026712
836	22	209	0.051948	0.086331	12	0.054145	0.045429
837	8	117	0.25	0.091503	7	0.030284	0.028055
838	19	225	0.10526	0.11356	18	0.065003	0.050886
839	9	121	0.19444	0.08805	7	0.032409	0.028613
840	10	157	0.17778	0.08	8	0.038882	0.036213
841	14	194	0.076923	0.059322	7	0.046459	0.044813
842	14	183	0.032967	0.027397	3	0.042038	0.04127
843	6	91	0	0	0	0.016852	0.021699
844	9	138	0.055556	0.027211	2	0.025323	0.03151
845	11	133	0.14545	0.099379	8	0.025238	0.027692
846	24	265	0.054348	0.087977	15	0.055894	0.054052
847	7	89	0.19048	0.07619	4	0.015967	0.017973
848	8	69	0.10714	0.071429	3	0.013332	0.014547
849	8	105	0.071429	0.034188	2	0.018046	0.021817
850	8	106	0.071429	0.034783	2	0.017898	0.022036
851	9	101	0.22222	0.12121	8	0.017322	0.019112
852	10	125	0.11111	0.068027	5	0.020704	0.024449
853	17	169	0.10294	0.13023	14	0.029583	0.031574
854	8	87	0.17857	0.093458	5	0.012991	0.015733
855	12	136	0.090909	0.07362	6	0.022523	0.026955
856	11	99	0.14545	0.13008	8	0.016663	0.019137
857	22	221	0.038961	0.066176	9	0.041448	0.042814
858	15	183	0.14286	0.12605	15	0.034966	0.037506
859	5	56	0.2	0.059701	2	0.010006	0.011614
860	8	95	0.035714	0.018519	1	0.015311	0.018115
861	12	170	0.075758	0.054645	5	0.028349	0.034716
862	9	111	0.083333	0.051282	3	0.017989	0.0228
863	13	144	0.076923	0.072727	6	0.027053	0.03071
864	6	60	0.13333	0.056338	2	0.011943	0.013248
865	20	168	0.084211	0.14159	16	0.04096	0.036347
866	11	156	0.12727	0.072165	7	0.035364	0.03581
867	11	129	0.036364	0.027211	2	0.026281	0.028841
868	11	158	0.090909	0.049751	5	0.037811	0.036343
869	10	126	0.022222	0.013986	1	0.025404	0.026986
870	8	144	0.10714	0.034483	3	0.032965	0.033457
871	40	369	0.051282	0.13865	40	0.12271	0.079623
872	8	121	0.17857	0.068493	5	0.029314	0.02899
873	31	302	0.034409	0.075294	16	0.08127	0.063595
874	16	192	0.1	0.098361	12	0.045685	0.042867
875	18	221	0.039216	0.043321	6	0.047923	0.047325
876	13	128	0.076923	0.08	6	0.025526	0.027367
877	10	124	0.088889	0.054422	4	0.024322	0.026484
878	5	54	0.3	0.09375	3	0.010736	0.011509
879	16	173	0.05	0.058537	6	0.03281	0.036234
880	12	108	0.10606	0.10448	7	0.017667	0.020601
881	8	122	0.17857	0.073529	5	0.019406	0.024846
882	9	100	0.055556	0.038462	2	0.014799	0.01953
883	9	112	0.22222	0.1203	8	0.019492	0.023151
884	9	93	0.083333	0.057143	3	0.014609	0.017969
885	18	213	0.052288	0.061069	8	0.036633	0.041285
886	13	139	0.076923	0.071856	6	0.022263	0.025487
887	7	83	0.047619	0.022727	1	0.01212	0.015978
888	10	134	0.022222	0.013986	1	0.019942	0.026867
889	9	108	0	0	0	0.017229	0.021648
890	9	122	0.083333	0.043478	3	0.020543	0.024565
891	16	164	0.041667	0.052632	5	0.029008	0.031957
892	17	168	0.088235	0.1086	12	0.034795	0.034458
893	19	201	0.064327	0.089069	11	0.042431	0.043409
894	9	117	0.055556	0.030534	2	0.02086	0.024279
895	8	76	0.071429	0.047059	2	0.014393	0.016989
896	15	189	0.057143	0.056075	6	0.034611	0.03959
897	8	116	0.071429	0.028571	2	0.025928	0.027607
898	18	230	0.065359	0.067797	10	0.056679	0.052167
899	20	192	0.042105	0.066946	8	0.045052	0.041981
900	10	114	0.088889	0.061538	4	0.023785	0.025851
901	9	121	0.083333	0.046154	3	0.023871	0.027188
902	20	222	0.063158	0.085106	12	0.055753	0.049116
903	15	221	0.11429	0.081081	12	0.05416	0.048999
904	7	74	0.2381	0.11236	5	0.017885	0.017275
905	13	128	0.064103	0.062112	5	0.030505	0.028454
906	17	177	0.036765	0.050761	5	0.031582	0.035678
907	17	202	0.10294	0.10256	14	0.050388	0.045338
908	11	139	0.12727	0.080925	7	0.026382	0.027658
909	22	219	0.047619	0.084291	11	0.043721	0.045864
910	8	120	0.071429	0.030075	2	0.019908	0.024717
911	9	86	0.16667	0.11321	6	0.014405	0.016755
912	17	190	0.029412	0.037915	4	0.034794	0.039978
913	10	170	0.044444	0.022099	2	0.027073	0.034587
914	12	166	0.030303	0.022599	2	0.028702	0.034442
915	11	114	0.090909	0.074074	5	0.020205	0.02246
916	13	149	0.025641	0.024691	2	0.023165	0.028971
917	8	106	0.035714	0.016807	1	0.014708	0.01964
918	7	70	0.14286	0.073171	3	0.011632	0.013746
919	8	83	0.035714	0.021978	1	0.011414	0.01525
920	6	62	0.13333	0.059701	2	0.0084905	0.011397
921	13	135	0.064103	0.063291	5	0.02084	0.025261
922	17	177	0.073529	0.091743	10	0.032085	0.035024
923	8	104	0.14286	0.066667	4	0.018161	0.022207
924	14	139	0.10989	0.11628	10	0.025897	0.028461
925	10	127	0.13333	0.082192	6	0.021411	0.026362
926	7	68	0.14286	0.077922	3	0.011417	0.014155
927	9	105	0.055556	0.035088	2	0.01672	0.02197
928	11	174	0.072727	0.04	4	0.03095	0.037223
929	13	105	0.12821	0.14599	10	0.024059	0.023374
930	11	140	0.090909	0.057471	5	0.032204	0.032463
931	10	130	0.15556	0.0875	7	0.029796	0.030876
932	14	211	0.032967	0.026786	3	0.04105	0.048573
933	8	121	0.10714	0.046512	3	0.023503	0.028969
934	12	169	0.090909	0.054795	6	0.044069	0.039386
935	16	191	0.125	0.1145	15	0.054588	0.045012
936	11	145	0.14545	0.080808	8	0.038014	0.033843
937	12	183	0.060606	0.037915	4	0.038598	0.040791
938	9	102	0.13889	0.076923	5	0.023036	0.023077
939	7	75	0.14286	0.065217	3	0.015659	0.016546
940	15	142	0.066667	0.08284	7	0.028566	0.030149
941	7	83	0.19048	0.086022	4	0.01383	0.016888
942	6	41	0.066667	0.04	1	0.0066491	0.0076217
943	11	118	0.036364	0.029412	2	0.019026	0.022449
944	6	64	0.13333	0.057971	2	0.0090084	0.012425
945	7	73	0.095238	0.053333	2	0.010438	0.014603
946	6	74	0.13333	0.051948	2	0.010692	0.015273
947	9	103	0.027778	0.019417	1	0.016281	0.021558
948	6	72	0	0	0	0.0091723	0.01355
949	11	150	0.018182	0.012739	1	0.021384	0.028822
950	7	69	0	0	0	0.010052	0.013689
951	6	76	0.066667	0.024691	1	0.0093202	0.013497
952	14	147	0.032967	0.036364	3	0.023271	0.027916
953	15	156	0.047619	0.05291	5	0.027574	0.030337
954	14	161	0.076923	0.072917	7	0.03086	0.034167
955	5	63	0.1	0.028571	1	0.011769	0.014794
956	16	181	0.033333	0.037736	4	0.032959	0.037641
957	7	69	0.047619	0.027397	1	0.010909	0.014219
958	6	50	0	0	0	0.007591	0.010349
959	10	119	0.15556	0.10448	7	0.018556	0.023201
960	18	150	0.084967	0.12621	13	0.040812	0.033848
961	9	116	0.13889	0.063694	5	0.026901	0.026869
962	12	175	0.075758	0.046296	5	0.038378	0.038533
963	17	225	0.058824	0.055363	8	0.04931	0.049126
964	10	111	0.066667	0.047619	3	0.023396	0.025614
965	10	128	0.066667	0.042254	3	0.023417	0.027566
966	27	238	0.059829	0.12104	21	0.069471	0.051156
967	8	107	0.17857	0.076336	5	0.025231	0.024952
968	27	255	0.031339	0.065476	11	0.065191	0.054369
969	10	161	0.11111	0.050505	5	0.036841	0.037295
970	7	114	0.095238	0.031008	2	0.024016	0.026831
971	9	96	0.25	0.13846	9	0.022796	0.021205
972	12	139	0.075758	0.059172	5	0.029521	0.03051
973	12	146	0.045455	0.036585	3	0.026718	0.030983
974	7	75	0	0	0	0.012144	0.015593
975	8	110	0.035714	0.017241	1	0.016718	0.022827
976	11	99	0.054545	0.052174	3	0.017374	0.020411
977	7	65	0.19048	0.10811	4	0.01006	0.012887
978	11	116	0.072727	0.0625	4	0.015673	0.020653
979	7	79	0	0	0	0.010446	0.015071
980	9	112	0.027778	0.016667	1	0.017661	0.022673
981	8	123	0.035714	0.013986	1	0.020118	0.02449
982	10	134	0.066667	0.038961	3	0.021615	0.025819
983	9	93	0.027778	0.019802	1	0.012408	0.016347
984	11	137	0.054545	0.038217	3	0.020143	0.025308
985	7	75	0.2381	0.11494	5	0.01115	0.014113
986	7	97	0.047619	0.018868	1	0.017109	0.021518
987	9	135	0	0	0	0.021686	0.029367
988	9	109	0	0	0	0.01783	0.023225
989	12	178	0.10606	0.068627	7	0.032691	0.03766
990	11	122	0.072727	0.055172	4	0.025097	0.027355
991	9	126	0.11111	0.050314	4	0.024925	0.027024
992	19	218	0.064327	0.075342	11	0.049354	0.046494
993	11	179	0.12727	0.065728	7	0.037034	0.040524
994	10	129	0.022222	0.012579	1	0.029886	0.029963
995	10	127	0.13333	0.073171	6	0.0295	0.029431
996	8	115	0.14286	0.061069	4	0.022689	0.026359
997	14	189	0.043956	0.039216	4	0.035882	0.041797
998	20	204	0.084211	0.11808	16	0.050403	0.044823
999	12	142	0.060606	0.046512	4	0.031643	0.030868
1000	7	101	0.19048	0.062992	4	0.023782	0.02371
1001	12	168	0.075758	0.047619	5	0.038982	0.038403
1002	20	218	0.047368	0.068966	9	0.049053	0.047238
1003	7	87	0.14286	0.06	3	0.01787	0.020022
1004	7	77	0	0	0	0.014531	0.017471
1005	10	161	0	0	0	0.029201	0.035488
